src,dst,src_bv_id,src_page,dst_bv_id,dst_page,similarity,rank
963,2269,BV1Ji4y1Q77q,1,BV1sH4y1p7Dy,1,0.40692,4
963,4498,BV1Ji4y1Q77q,1,BV1Csxuz7Eut,1,0.40369,2
963,4997,BV1Ji4y1Q77q,1,BV1X9tUzmERx,1,0.4204,2
963,5111,BV1Ji4y1Q77q,1,BV1gmhPzdEKa,1,0.37927,2
964,2538,BV1oi4y1S765,1,BV16vcyeDEC7,1,0.39962,4
964,3413,BV1oi4y1S765,1,BV14YSwBGEHL,1,0.44696,1
964,4618,BV1oi4y1S765,1,BV1mspBzFEjd,1,0.41744,2
965,1836,BV19u411Q7kR,1,BV1N8411y7SR,1,0.49121,2
965,3901,BV19u411Q7kR,1,BV1ziZZY2Ej6,1,0.48253,3
965,4633,BV19u411Q7kR,1,BV1EGpHzPEyo,1,0.43491,3
965,5698,BV19u411Q7kR,1,BV1MamYB4Etp,1,0.46877,4
966,3122,BV1gs41137A3,1,BV1i74weWEuL,1,0.39865,2
966,3378,BV1gs41137A3,1,BV14xsMesEr8,1,0.39927,1
966,4512,BV1gs41137A3,1,BV1sxHtzREV6,1,0.35526,4
966,5049,BV1gs41137A3,1,BV1h7b3zrE9n,1,0.35754,3
967,1223,BV1U3411p74N,1,BV1TN4y1n7bU,1,0.37228,4
967,2767,BV1U3411p74N,1,BV1E1iqYeEJL,1,0.39919,2
967,3513,BV1U3411p74N,1,BV1JGMgzeEqT,1,0.39454,3
967,5771,BV1U3411p74N,1,BV17eB9BVEqS,1,0.40836,1
968,1665,BV1K5411S7GR,1,BV1wa4y1S7Gi,1,0.50633,1
968,2164,BV1K5411S7GR,1,BV1cM4m1f7wq,1,0.43124,4
968,2907,BV1K5411S7GR,1,BV1nTmoYHEXA,1,0.59321,1
968,3742,BV1K5411S7GR,1,BV1t9GozdEV1,1,0.59118,2
968,4557,BV1K5411S7GR,1,BV1EanhzsE1c,1,0.43306,3
968,4817,BV1K5411S7GR,1,BV1Cye2zBEAN,1,0.56038,3
968,5151,BV1K5411S7GR,1,BV1uF85zyEFA,1,0.44667,1
968,5832,BV1K5411S7GR,1,BV1YxmZBqEoy,1,0.38205,4
969,1516,BV1iS4y1Y7ZC,1,BV1NQ4y137U6,1,0.60906,1
969,1854,BV1iS4y1Y7ZC,1,BV18B4y1Z7g8,1,0.58712,2
969,3105,BV1iS4y1Y7ZC,1,BV11H29YnEds,1,0.58033,3
969,3154,BV1iS4y1Y7ZC,1,BV1574weWEAf,1,0.49862,2
969,3392,BV1iS4y1Y7ZC,1,BV1LkH7e9EKE,1,0.4928,3
969,4121,BV1iS4y1Y7ZC,1,BV1K3ADeJEPu,1,0.41589,4
969,5044,BV1iS4y1Y7ZC,1,BV1Cib3zbExf,1,0.57106,4
970,3044,BV1U3411p7ga,1,BV19Wy7YxEGp,1,0.3533,3
971,1553,BV1i5411o715,1,BV1e64y1p7e1,1,0.5386,1
971,5321,BV1i5411o715,1,BV1SrAfzgEMs,1,0.38987,3
971,5605,BV1i5411o715,1,BV1qJFizLEHZ,1,0.44416,2
972,2180,BV1u34y1v7EE,1,BV1Fm421W7vG,1,0.48095,3
972,2260,BV1u34y1v7EE,1,BV1ay421B7i3,1,0.4048,4
972,4528,BV1u34y1v7EE,1,BV1iUn5zBEtx,1,0.5047,1
972,5480,BV1u34y1v7EE,1,BV1hBZtBVERn,1,0.44488,4
972,5719,BV1u34y1v7EE,1,BV16QikB5ECA,1,0.3942,3
973,1124,BV1iY411j7Ha,1,BV1hK421C7fQ,1,0.41556,4
973,1620,BV1iY411j7Ha,1,BV1TN4y1Y7EC,1,0.50338,2
973,3104,BV1iY411j7Ha,1,BV12T2sYMEtS,1,0.50894,1
973,3182,BV1iY411j7Ha,1,BV1sz421f7q9,1,0.50334,1
973,4217,BV1iY411j7Ha,1,BV1h8Noe7ERt,1,0.49497,4
973,4332,BV1iY411j7Ha,1,BV1ehcweWEuq,1,0.40894,1
973,5113,BV1iY411j7Ha,1,BV11KhpzeEBm,1,0.36512,2
974,979,BV18F411t7CC,1,BV1fS4y1S7XL,1,0.47453,2
974,1186,BV18F411t7CC,1,BV1iy421a7vo,1,0.44741,4
974,2566,BV18F411t7CC,1,BV1Vgr3YcEn2,1,0.47673,1
975,1544,BV17S4y1u7HD,1,BV1He411C7BN,1,0.40376,2
975,3113,BV17S4y1u7HD,1,BV1Hk2NYkEBi,1,0.4553,1
975,5423,BV17S4y1u7HD,1,BV1CGfFBnEhq,1,0.4063,2
975,5837,BV17S4y1u7HD,1,BV12UmEBEE4K,1,0.40377,3
976,3684,BV17L4y157FK,1,BV1f6VdzzEkY,1,0.35914,3
976,4789,BV17L4y157FK,1,BV18ovczdEco,1,0.35647,4
976,5821,BV17L4y157FK,1,BV1vtmzBWE7z,1,0.3348,3
977,2990,BV1RS4y1P7ST,1,BV1ntSfYYE5B,1,0.40391,2
977,4848,BV1RS4y1P7ST,1,BV1RNYRzVEBN,1,0.41078,1
977,5519,BV1RS4y1P7ST,1,BV17LFmzmEUg,1,0.3749,4
978,2767,BV1z3411J7UW,1,BV1E1iqYeEJL,1,0.39678,4
978,2775,BV1z3411J7UW,1,BV1WrqLYDEg3,1,0.41661,2
978,3558,BV1z3411J7UW,1,BV1imE1zXE6b,1,0.40129,3
978,3997,BV1z3411J7UW,1,BV1eMQ3YZEXY,1,0.37494,4
978,4366,BV1z3411J7UW,1,BV1s4UYB9EBQ,2,0.43784,1
979,1561,BV1fS4y1S7XL,1,BV1bw41187Tw,1,0.57248,2
979,1581,BV1fS4y1S7XL,1,BV16a4y1z7rn,1,0.47709,1
979,2109,BV1fS4y1S7XL,1,BV1Zw4m1S7ef,1,0.48724,2
979,2820,BV1fS4y1S7XL,1,BV1KuzVYXEg6,1,0.60343,1
979,3026,BV1fS4y1S7XL,1,BV1vGmuYkEhb,1,0.35364,3
979,3356,BV1fS4y1S7XL,1,BV1ugH4eqEcP,1,0.49243,1
979,3640,BV1fS4y1S7XL,1,BV1cyEfzAEyN,1,0.48797,2
979,4321,BV1fS4y1S7XL,1,BV17ZwPeqEjy,1,0.57948,2
979,5207,BV1fS4y1S7XL,1,BV1vEgazdEw5,1,0.57425,3
980,1313,BV1mr4y1W72n,1,BV19a4y1y72S,1,0.34989,3
980,1378,BV1mr4y1W72n,1,BV1eQ4y1j7pJ,1,0.37871,1
980,1894,BV1mr4y1W72n,1,BV1vu411g7xo,1,0.3479,4
980,5635,BV1mr4y1W72n,1,BV1HzzeBwEXJ,1,0.35716,2
981,1190,BV1gb4y1W7aL,1,BV1gx4y1Z7ru,1,0.39811,4
981,1305,BV1gb4y1W7aL,1,BV13p4y1R7x3,1,0.49096,3
981,2122,BV1gb4y1W7aL,1,BV1my411Y7td,1,0.49462,4
981,2567,BV1gb4y1W7aL,1,BV1YW6iYeESj,1,0.47869,4
981,2900,BV1gb4y1W7aL,1,BV1MuUEY8EPW,1,0.61566,1
981,3175,BV1gb4y1W7aL,1,BV18m4AeQEhw,1,0.41257,1
981,3241,BV1gb4y1W7aL,1,BV1hktreYE51,1,0.50548,3
981,3303,BV1gb4y1W7aL,1,BV1W244e6E7o,1,0.54799,2
981,3821,BV1gb4y1W7aL,1,BV1mnLVzgEHi,1,0.48721,4
981,3863,BV1gb4y1W7aL,1,BV14coEY5Eqc,1,0.43549,4
981,3914,BV1gb4y1W7aL,1,BV18QZdYZEMR,1,0.39651,4
981,4736,BV1gb4y1W7aL,1,BV1PCaVzVETV,1,0.50931,3
981,4964,BV1gb4y1W7aL,1,BV1ezt9zYE93,1,0.43595,1
981,5844,BV1gb4y1W7aL,1,BV1Gfm9BbERE,1,0.4941,3
982,999,BV1NY411n7gw,1,BV1BJWnzYEjA,1,0.50901,4
982,3772,BV1NY411n7gw,1,BV1GMGmziESH,1,0.42402,2
982,4966,BV1NY411n7gw,1,BV1jntozVExy,1,0.4537,3
982,5752,BV1NY411n7gw,1,BV1V1vvBGEDW,2,0.51774,2
983,1213,BV1Hb4y1s7AX,1,BV1CK421y7aN,1,0.43103,4
983,1736,BV1Hb4y1s7AX,1,BV1p84y1G7Vo,1,0.40104,3
983,2639,BV1Hb4y1s7AX,1,BV1yFCnY1EuF,1,0.49795,4
983,3774,BV1Hb4y1s7AX,1,BV1GLZEYZEsL,1,0.46679,1
983,3880,BV1Hb4y1s7AX,1,BV1XidtY7Exf,1,0.46848,4
983,4131,BV1Hb4y1s7AX,1,BV13UPKeuEmi,1,0.60319,1
983,4453,BV1Hb4y1s7AX,1,BV1yXxZzpEVJ,1,0.57265,3
983,5565,BV1Hb4y1s7AX,1,BV1TtFDzTEVi,1,0.57632,1
983,5661,BV1Hb4y1s7AX,1,BV15riTBNEhw,1,0.38862,3
983,5679,BV1Hb4y1s7AX,1,BV14CraBBEpp,1,0.59886,1
984,1998,BV18F411E7LC,1,BV1ry411e7hw,1,0.45482,4
984,2032,BV18F411E7LC,1,BV1mS421X7m9,1,0.43336,4
984,2255,BV18F411E7LC,1,BV1dK421Y7A9,1,0.60202,1
984,2528,BV18F411E7LC,1,BV15J63YcEZL,1,0.50968,3
984,3324,BV18F411E7LC,1,BV1UcpBeKEK8,1,0.47094,2
984,4694,BV18F411E7LC,1,BV1aVYVzoE6P,1,0.4861,4
984,4873,BV18F411E7LC,1,BV1fneuzbE52,1,0.50978,1
985,1077,BV1iP4y1F7nP,1,BV1cx4y1z7hJ,1,0.48958,3
985,1469,BV1iP4y1F7nP,1,BV1ta4y1q79r,1,0.45143,4
985,2004,BV1iP4y1F7nP,1,BV19mvse6EbN,1,0.40679,3
985,2833,BV1iP4y1F7nP,1,BV1jLzjYLEFj,1,0.57855,1
985,2899,BV1iP4y1F7nP,1,BV1gqUvYLEby,1,0.43646,1
985,4516,BV1iP4y1F7nP,1,BV1chtGzZERi,1,0.40518,3
985,5097,BV1iP4y1F7nP,1,BV1srtuzsENP,1,0.5683,2
985,5638,BV1iP4y1F7nP,1,BV14ZztBREK8,1,0.51801,3
985,5843,BV1iP4y1F7nP,1,BV18LmSBGEbY,1,0.4859,4
986,1643,BV1tL411K7GD,1,BV1Bg4y1f7wU,1,0.46262,1
986,3532,BV1tL411K7GD,1,BV1f9MgzvE9p,1,0.45224,2
986,4280,BV1tL411K7GD,1,BV1EoF5ewEGi,1,0.44397,3
986,5079,BV1tL411K7GD,1,BV1yNt1z9ECt,1,0.43355,4
987,1316,BV1mP4y1F7ds,1,BV1t5411v7WB,1,0.37987,1
987,1565,BV1mP4y1F7ds,1,BV1J64y1W7kv,1,0.39561,1
987,1834,BV1mP4y1F7ds,1,BV1NG41127je,1,0.35882,4
987,2010,BV1mP4y1F7ds,1,BV1VEvkesEaZ,1,0.39004,2
988,1244,BV1pL4y1t7W6,1,BV1Hb4y1P7fC,1,0.34026,3
988,1248,BV1pL4y1t7W6,1,BV1Xz4y187gm,1,0.34076,2
988,2153,BV1pL4y1t7W6,1,BV1xS411c7k3,1,0.41931,1
989,1145,BV12S4y1u7zs,1,BV1BZ421U7DU,1,0.47984,3
989,4358,BV12S4y1u7zs,1,BV1nZfYYJE4V,1,0.46341,4
989,5217,BV12S4y1u7zs,1,BV1segtzFEm7,1,0.51825,1
989,5615,BV12S4y1u7zs,1,BV1Ty6tBtEDe,1,0.50911,2
990,3191,BV1D3411p7CG,1,BV1N5x4ezEmF,1,0.34724,2
990,3306,BV1D3411p7CG,1,BV1zd4beGEBs,1,0.36348,1
990,3338,BV1D3411p7CG,1,BV1WxHQeYEdJ,1,0.34619,3
991,1413,BV1gZ4y1B7rm,1,BV1dp4y1d71o,1,0.53904,4
991,1809,BV1gZ4y1B7rm,1,BV1cp4y1M78U,1,0.54051,3
991,1983,BV1gZ4y1B7rm,1,BV1c4CTBcE3U,1,0.6113,3
991,2336,BV1gZ4y1B7rm,1,BV1rr421s7XU,1,0.65713,1
991,3235,BV1gZ4y1B7rm,1,BV118skeSE7V,1,0.62529,3
991,3327,BV1gZ4y1B7rm,1,BV1RWpiekEkU,1,0.64403,1
991,3483,BV1gZ4y1B7rm,1,BV1jdNYzQEtH,1,0.62468,4
991,4312,BV1gZ4y1B7rm,1,BV1oeFsedEBe,1,0.57441,1
991,4967,BV1gZ4y1B7rm,1,BV1cGtozSE5v,1,0.5634,4
992,1237,BV1uP4y1g7c3,1,BV1fv421y7GY,1,0.41392,4
992,1261,BV1uP4y1g7c3,1,BV1MT4y187Xh,1,0.44647,2
992,2319,BV1uP4y1g7c3,1,BV1Dx42127Xc,1,0.42613,3
992,3073,BV1uP4y1g7c3,1,BV1RUyuYTE9C,1,0.49709,1
993,2116,BV1WS4y1D7M9,1,BV1xf421m7Ni,1,0.45957,3
993,3501,BV1WS4y1D7M9,1,BV1nrM4zUEAT,1,0.4643,2
993,3734,BV1WS4y1D7M9,1,BV17kVyzzEL5,1,0.4677,1
994,1016,BV1dP4y1T7TU,1,BV1wosSzREhn,1,0.53025,2
994,1968,BV1dP4y1T7TU,1,BV1bp4y1K7EU,1,0.49989,4
994,2840,BV1dP4y1T7TU,1,BV1Edz8YsErv,1,0.34502,3
994,3032,BV1dP4y1T7TU,1,BV1jR1HY1EGU,1,0.54441,1
994,3187,BV1dP4y1T7TU,1,BV1FGxaejEGo,1,0.43266,2
994,3957,BV1dP4y1T7TU,1,BV1roZPYYEqX,1,0.48989,3
994,4995,BV1dP4y1T7TU,1,BV1J4b5zAEhk,1,0.51576,3
994,5375,BV1dP4y1T7TU,1,BV1pKAazJEkA,1,0.46136,2
995,1049,BV1wa15BoEDv,1,BV1HrsnzGEAg,1,0.49751,4
995,1947,BV1wa15BoEDv,1,BV19v4y1W7x1,1,0.59987,1
995,2264,BV1wa15BoEDv,1,BV1cy4y1A7cj,1,0.40897,1
995,2368,BV1wa15BoEDv,1,BV1jj421X7rr,1,0.5979,2
995,2534,BV1wa15BoEDv,1,BV1hdCvYeEZe,1,0.51381,1
995,2575,BV1wa15BoEDv,1,BV19CkmYTEjq,1,0.54711,4
995,2855,BV1wa15BoEDv,1,BV1WTmfYcEHC,1,0.46219,3
995,4336,BV1wa15BoEDv,1,BV13jfoYvEFV,1,0.48944,2
995,5134,BV1wa15BoEDv,1,BV1NX8EzREuk,1,0.58363,3
995,5160,BV1wa15BoEDv,1,BV1t5bUzuEVY,1,0.48865,4
996,1666,BV1Q2yBB6EE5,1,BV1cw411n7tr,1,0.48702,1
996,2648,BV1Q2yBB6EE5,1,BV1WPCFYpE1s,1,0.46609,3
996,2916,BV1Q2yBB6EE5,1,BV1h91VYVEhL,1,0.38458,3
996,4409,BV1Q2yBB6EE5,1,BV1fR42zLEuR,1,0.43175,4
997,2039,BV1CSsfznEcs,1,BV1uU411S79G,1,0.35097,2
997,3840,BV1CSsfznEcs,1,BV18cfcYMExL,1,0.35334,1
997,5407,BV1CSsfznEcs,1,BV12XfiBfETe,1,0.34497,4
997,5588,BV1CSsfznEcs,1,BV1zLFPzZE41,1,0.34853,3
998,1498,BV1FUyxBQEXU,1,BV1Cj411J7zP,1,0.41201,1
998,2716,BV1FUyxBQEXU,1,BV14sBLYxEsq,1,0.37177,4
998,2755,BV1FUyxBQEXU,1,BV1rbz6YXEMr,1,0.49289,1
998,3460,BV1FUyxBQEXU,1,BV1gCNXzaEbc,1,0.4482,4
998,4595,BV1FUyxBQEXU,1,BV1YApRzJEVH,1,0.45035,4
998,5375,BV1FUyxBQEXU,1,BV1pKAazJEkA,1,0.43648,3
998,5685,BV1FUyxBQEXU,1,BV1yKi9ByEFN,1,0.45901,3
999,2542,BV1BJWnzYEjA,1,BV1zKCrYAECm,1,0.66064,1
999,3994,BV1BJWnzYEjA,1,BV1x1QgYCEMB,1,0.5683,4
999,4010,BV1BJWnzYEjA,1,BV1KoR5YYEWn,1,0.47202,1
999,4033,BV1BJWnzYEjA,1,BV1hiRbYVET7,1,0.62518,1
999,4474,BV1BJWnzYEjA,1,BV1csHGz3E7C,1,0.63329,3
999,4660,BV1BJWnzYEjA,1,BV1NAezzWEDX,1,0.57521,4
999,4716,BV1BJWnzYEjA,1,BV1xta8ztECP,1,0.51124,3
999,4749,BV1BJWnzYEjA,1,BV1kaajz7EkA,1,0.6318,4
999,4836,BV1BJWnzYEjA,1,BV1C1ejzxERZ,1,0.65127,2
1000,1013,BV1Q3sZztEeU,1,BV1WvJ9zoEjv,1,0.49191,4
1000,1014,BV1Q3sZztEeU,1,BV1q7yzBJEdv,1,0.50317,3
1000,1138,BV1Q3sZztEeU,1,BV13x4y1178k,1,0.44639,3
1000,1395,BV1Q3sZztEeU,1,BV1jN4y1i7MV,1,0.58462,1
1000,2202,BV1Q3sZztEeU,1,BV1Wr421G7VG,1,0.39314,2
1000,2248,BV1Q3sZztEeU,1,BV1Ru4m1g7pW,1,0.46214,3
1000,2772,BV1Q3sZztEeU,1,BV1HkqVYGEK2,1,0.50252,2
1000,3174,BV1Q3sZztEeU,1,BV1uy4Ge1EUB,1,0.49025,3
1000,3659,BV1Q3sZztEeU,1,BV1h9JKzuEZ6,1,0.42015,3
1000,4747,BV1Q3sZztEeU,1,BV1PmaLzEEeN,1,0.5098,2
1001,3076,BV1Dv4tzjE6R,1,BV1vqyAYnELR,1,0.40338,3
1001,4736,BV1Dv4tzjE6R,1,BV1PCaVzVETV,1,0.40637,2
1001,5037,BV1Dv4tzjE6R,1,BV1wHb5ziErL,1,0.49436,1
1001,5692,BV1Dv4tzjE6R,1,BV1y7v9BVEvA,1,0.40076,4
1002,1918,BV112y8BBEuM,1,BV11z4y1j7vL,1,0.58238,3
1002,1927,BV112y8BBEuM,1,BV1Vp4y1P7ee,1,0.50779,2
1002,2751,BV112y8BBEuM,1,BV1USq5YxEY4,8,0.58401,2
1002,3082,BV112y8BBEuM,1,BV1K6mLYUEri,1,0.46635,4
1002,3164,BV112y8BBEuM,1,BV1bw4geiEbd,1,0.60648,1
1002,3962,BV112y8BBEuM,1,BV1xioqYAEtS,1,0.54271,2
1002,4101,BV112y8BBEuM,1,BV1nJNkeZEUx,1,0.58223,4
1003,1101,BV1xjsdzjEPa,1,BV1XB421B7cW,1,0.42485,4
1003,2020,BV1xjsdzjEPa,1,BV132421Z7wV,1,0.43079,4
1003,2489,BV1xjsdzjEPa,1,BV1VoweeSEgZ,1,0.44708,3
1003,2717,BV1xjsdzjEPa,1,BV1EdqSYuEnn,1,0.4821,4
1003,2888,BV1xjsdzjEPa,1,BV1tKUAYjEuz,1,0.52056,2
1003,3129,BV1xjsdzjEPa,1,BV1Fo1vYQENB,1,0.41337,4
1003,3705,BV1xjsdzjEPa,1,BV1cBVZzSEcU,1,0.48547,1
1003,3816,BV1xjsdzjEPa,1,BV1szLJzpEi3,1,0.41364,1
1003,3875,BV1xjsdzjEPa,1,BV1DWdQYCEM9,1,0.43206,1
1003,4014,BV1xjsdzjEPa,1,BV1tmQ5YZEvf,1,0.49432,2
1003,4075,BV1xjsdzjEPa,1,BV1s698YiEyV,1,0.49099,2
1003,4466,BV1xjsdzjEPa,1,BV1p4xRzCE2L,1,0.46693,2
1003,4471,BV1xjsdzjEPa,1,BV1Lvxjz9EFP,1,0.52141,1
1003,4961,BV1xjsdzjEPa,1,BV13mb5zUE2m,1,0.43801,2
1003,5164,BV1xjsdzjEPa,1,BV1WSb9zSE6T,1,0.52039,3
1003,5455,BV1xjsdzjEPa,1,BV19jfGBKEVL,1,0.46772,4
1004,2003,BV1mMWsz4Epo,1,BV1Rt421n7Du,1,0.40769,1
1004,2180,BV1mMWsz4Epo,1,BV1Fm421W7vG,1,0.38724,2
1004,4647,BV1mMWsz4Epo,1,BV1EAYLzGE4f,1,0.37455,3
1004,4904,BV1mMWsz4Epo,1,BV1tJYezVEzW,1,0.37018,2
1005,1155,BV1Vh1PBmEfZ,1,BV1Rp421d7zt,1,0.55424,2
1005,2178,BV1Vh1PBmEfZ,1,BV1dH4y1P768,1,0.65223,1
1005,2316,BV1Vh1PBmEfZ,1,BV1zC41147jr,1,0.65727,3
1005,2419,BV1Vh1PBmEfZ,1,BV1oK421r7WA,1,0.67241,1
1005,4039,BV1Vh1PBmEfZ,1,BV1axRsYeEFR,1,0.66104,2
1006,1170,BV1Sk1PBuEgk,1,BV1Y7421N7iL,1,0.55066,2
1006,1738,BV1Sk1PBuEgk,1,BV1Fj411a7WZ,1,0.5602,1
1006,2062,BV1Sk1PBuEgk,1,BV12f421X73R,1,0.50209,3
1006,2693,BV1Sk1PBuEgk,1,BV13fkgYaEUf,1,0.36555,4
1006,2826,BV1Sk1PBuEgk,1,BV1i8zpYFErF,1,0.45774,4
1006,5284,BV1Sk1PBuEgk,1,BV1tp3ezREXR,1,0.45643,1
1007,1030,BV1Sy1MBWEiG,1,BV1P3s7zKEXJ,1,0.44209,1
1007,1251,BV1Sy1MBWEiG,1,BV1fg4y127bx,1,0.50128,3
1007,2362,BV1Sy1MBWEiG,1,BV1PW421K7SR,1,0.4082,1
1007,3304,BV1Sy1MBWEiG,1,BV1RB4ZejEpZ,1,0.33816,3
1007,3788,BV1Sy1MBWEiG,1,BV13fLmzVEqm,1,0.56806,1
1007,4438,BV1Sy1MBWEiG,1,BV1UqxdzREd1,1,0.45146,3
1007,4804,BV1Sy1MBWEiG,1,BV19AhQzcEuq,1,0.47483,4
1007,4891,BV1Sy1MBWEiG,1,BV19qYzzKEri,1,0.38676,3
1007,5613,BV1Sy1MBWEiG,1,BV1oM6hBUEfY,1,0.47479,1
1008,1086,BV15eyeBPEyq,1,BV1eC411575m,1,0.44049,2
1008,1624,BV15eyeBPEyq,1,BV17a4y1d7gJ,1,0.50398,4
1008,1651,BV15eyeBPEyq,1,BV1Fu4y1A7wp,1,0.52621,2
1008,1839,BV15eyeBPEyq,1,BV1ZN411P7JT,1,0.47778,4
1008,1926,BV15eyeBPEyq,1,BV1Gu4y1r7YC,1,0.45204,3
1008,2296,BV15eyeBPEyq,1,BV1pi421o7Ys,1,0.5192,3
1008,3873,BV15eyeBPEyq,1,BV1LvdDY7EAK,1,0.46777,1
1008,4851,BV15eyeBPEyq,1,BV1MXeizpEpp,1,0.54372,1
1009,2714,BV1MU1MBQEWJ,1,BV1R3BLYNEEb,1,0.38241,3
1009,3276,BV1MU1MBQEWJ,1,BV1YWtYeCE13,1,0.44889,4
1009,3368,BV1MU1MBQEWJ,1,BV17uHvegEJq,1,0.56347,2
1009,3656,BV1MU1MBQEWJ,1,BV1RcEtzcEwA,1,0.60034,1
1009,4672,BV1MU1MBQEWJ,1,BV1m9e1zkEKz,1,0.38849,1
1009,4815,BV1MU1MBQEWJ,1,BV1M1h1zMEWc,1,0.48967,2
1009,5328,BV1MU1MBQEWJ,1,BV1tBNAzQE4x,1,0.49035,3
1010,3963,BV1Xz1MBoEEc,1,BV1Lco6Y9EQL,1,0.42188,2
1010,4247,BV1Xz1MBoEEc,1,BV15JNweiE9o,1,0.51025,1
1010,4269,BV1Xz1MBoEEc,1,BV1Nd4y1X76N,1,0.39935,4
1010,5018,BV1Xz1MBoEEc,1,BV1qjbLzZEP4,1,0.44158,3
1010,5316,BV1Xz1MBoEEc,1,BV1uqw8z4EfC,1,0.48205,3
1010,5826,BV1Xz1MBoEEc,1,BV1wZUfBbEs2,1,0.45527,4
1010,5843,BV1Xz1MBoEEc,1,BV18LmSBGEbY,1,0.48555,2
1011,1020,BV1K9ypBDEp3,1,BV1H4s2zmEKJ,1,0.38941,1
1011,1042,BV1K9ypBDEp3,1,BV1gTsHzsERr,1,0.40313,2
1011,4323,BV1K9ypBDEp3,1,BV11Kcwe6Exn,1,0.42639,1
1011,4698,BV1K9ypBDEp3,1,BV1dWYGzcEqQ,1,0.38653,4
1012,1553,BV1HeyhBiEB8,1,BV1e64y1p7e1,1,0.41273,4
1012,3694,BV1HeyhBiEB8,1,BV1wAEKznEV4,1,0.38832,4
1012,4302,BV1HeyhBiEB8,1,BV1dLFHeGEEh,1,0.46583,1
1012,5290,BV1HeyhBiEB8,1,BV1oq38zfERx,1,0.43256,3
1013,1219,BV1WvJ9zoEjv,1,BV1T4421A7n3,1,0.3627,3
1013,1395,BV1WvJ9zoEjv,1,BV1jN4y1i7MV,1,0.57648,1
1013,1681,BV1WvJ9zoEjv,1,BV1Jg4y197U1,1,0.37017,4
1013,1939,BV1WvJ9zoEjv,1,BV1M14y1r7PF,1,0.40104,1
1013,2827,BV1WvJ9zoEjv,1,BV1VezpY4Eiu,1,0.41525,3
1013,2962,BV1WvJ9zoEjv,1,BV1oeDYYxErp,1,0.42343,2
1013,3202,BV1WvJ9zoEjv,1,BV1prxNerETV,1,0.39714,2
1013,4691,BV1WvJ9zoEjv,1,BV1C9YGz6EwJ,1,0.49671,2
1013,5400,BV1WvJ9zoEjv,1,BV1cYfbBhEnS,1,0.4937,3
1014,1158,BV1q7yzBJEdv,1,BV15H4y1h7sN,1,0.43359,3
1014,1808,BV1q7yzBJEdv,1,BV1DM41197je,1,0.48268,4
1014,2059,BV1q7yzBJEdv,1,BV1n7421o79a,1,0.48114,4
1014,2282,BV1q7yzBJEdv,1,BV1SJ4m1j7qe,1,0.39736,2
1014,4063,BV1q7yzBJEdv,1,BV1qE9nYfEVm,1,0.538,1
1014,4253,BV1q7yzBJEdv,1,BV1MCFreREBJ,1,0.49323,1
1014,5737,BV1q7yzBJEdv,1,BV1AWvWBZEE2,1,0.56177,2
1015,1964,BV1BFsDzQEdq,1,BV1Qp4y177tP,1,0.38947,3
1015,2233,BV1BFsDzQEdq,1,BV1tm411R7Hm,1,0.37892,4
1015,2777,BV1BFsDzQEdq,1,BV1AazYYBE8E,1,0.42733,2
1015,5212,BV1BFsDzQEdq,1,BV1PjgbzhEo5,1,0.30276,4
1015,5306,BV1BFsDzQEdq,1,BV13UAkzhEPa,1,0.44434,1
1016,1240,BV1wosSzREhn,1,BV1ue411H7y6,1,0.56017,3
1016,1274,BV1wosSzREhn,1,BV1Lk4y1Q7cW,1,0.57864,1
1016,1918,BV1wosSzREhn,1,BV11z4y1j7vL,1,0.55878,4
1016,2108,BV1wosSzREhn,1,BV1aJ4m1N722,1,0.55266,3
1016,3495,BV1wosSzREhn,1,BV1NFMgzkEpc,1,0.47893,3
1016,3547,BV1wosSzREhn,1,BV1Y1TWzsE6B,1,0.57622,2
1016,3924,BV1wosSzREhn,1,BV1h5ZAYVEyD,1,0.48703,2
1016,4834,BV1wosSzREhn,1,BV1HAYSzgEbT,1,0.40663,3
1016,5643,BV1wosSzREhn,1,BV1iukaBREGK,1,0.44092,1
1017,1018,BV1AGsQzYECR,1,BV1RwsZzeEHC,1,0.47829,4
1017,4400,BV1AGsQzYECR,1,BV19pWzzVEKx,1,0.5287,1
1017,4668,BV1AGsQzYECR,1,BV1vdaRzLER2,1,0.51945,1
1017,5096,BV1AGsQzYECR,1,BV1k6h5zgECV,1,0.48388,1
1018,1083,BV1RwsZzeEHC,1,BV1Ep421y7sK,1,0.56567,1
1018,2519,BV1RwsZzeEHC,1,BV1Xww5eREnf,1,0.42471,4
1018,3531,BV1RwsZzeEHC,1,BV1fwTTzSEhX,1,0.5441,4
1018,4991,BV1RwsZzeEHC,1,BV1AYt2zsEBe,1,0.55538,2
1018,5669,BV1RwsZzeEHC,1,BV1vcr6BuENM,1,0.52083,4
1019,1336,BV1DPH5zaESH,1,BV1SW4y1w7zQ,1,0.50779,4
1019,1461,BV1DPH5zaESH,1,BV1jg4y1r7qa,1,0.50323,4
1019,1488,BV1DPH5zaESH,1,BV1Z94y1A74a,1,0.38229,2
1019,2099,BV1DPH5zaESH,1,BV1Vi421Q7L9,1,0.5535,3
1019,2263,BV1DPH5zaESH,1,BV11r421t7EW,1,0.63937,1
1019,2572,BV1DPH5zaESH,1,BV1NKrWYpEhB,1,0.59546,4
1019,3820,BV1DPH5zaESH,1,BV1vcLnzTEJ8,1,0.45763,2
